Polyelectrolytes;D01.248.249
Thiazolidines;D02.886.675.966
Thiepins;D02.886.680
Dibenzothiepins;D02.886.680.350
Dothiepin;D02.886.680.350.250
Methiothepin;D02.886.680.350.520
Thiazepines;D02.886.680.702
Dibenzothiazepines;D02.886.680.702.500
Quetiapine Fumarate;D02.886.680.702.500.500
Thioamides;D02.886.685
Thioacetamide;D02.886.685.800
Thiocarbamates;D02.886.706
Dimethyldithiocarbamate;D02.886.706.175
Thiram;D02.886.706.175.900
Ziram;D02.886.706.175.950
Ditiocarb;D02.886.706.200
Disulfiram;D02.886.706.200.200
Ethylenebis(dithiocarbamates);D02.886.706.250
Maneb;D02.886.706.250.500
Zineb;D02.886.706.250.950
Methomyl;D02.886.706.537
Tolnaftate;D02.886.706.825
Triallate;D02.886.706.850
Thiocyanates;D02.886.728
Thioglycosides;D02.886.740
Dithioerythritol;D02.886.740.149
Dithiothreitol;D02.886.740.224
Sucralfate;D02.886.740.299
Thiogalactosides;D02.886.740.600
Isopropyl Thiogalactoside;D02.886.740.600.500
Thioglucosides;D02.886.740.703
Glucosinolates;D02.886.740.703.350
Thiones;D02.886.753
Anethole Trithione;D02.886.753.077
Thionucleosides;D02.886.759
Azathioprine;D02.886.759.111
Thioinosine;D02.886.759.800
Methylthioinosine;D02.886.759.800.500
Thiouridine;D02.886.759.829
Thionucleotides;D02.886.765
Guanosine 5'-O-(3-Thiotriphosphate);D02.886.765.380
Thiophenes;D02.886.778
Canagliflozin;D02.886.778.075
Carticaine;D02.886.778.150
Duloxetine Hydrochloride;D02.886.778.260
Prasugrel Hydrochloride;D02.886.778.315
Ketotifen;D02.886.778.370
Morantel;D02.886.778.440
Pizotyline;D02.886.778.580
Pyrantel;D02.886.778.634
Pyrantel Pamoate;D02.886.778.634.600
Pyrantel Tartrate;D02.886.778.634.670
Rivaroxaban;D02.886.778.727
Thenoyltrifluoroacetone;D02.886.778.820
Thienopyridines;D02.886.778.823
Ticlopidine;D02.886.778.823.500
Thioctic Acid;D02.886.778.827
Ticrynafen;D02.886.778.840
Tiletamine;D02.886.778.850
Thiosemicarbazones;D02.886.803
Methisazone;D02.886.803.450
Thioacetazone;D02.886.803.702
Thiourea;D02.886.904
beta-Aminoethyl Isothiourea;D02.886.904.100
Burimamide;D02.886.904.200
Dimaprit;D02.886.904.282
Guanylthiourea;D02.886.904.365
Isothiuronium;D02.886.904.390
Methallibure;D02.886.904.425
Metiamide;D02.886.904.455
Noxythiolin;D02.886.904.500
Phenylthiourea;D02.886.904.601
Phenylthiazolylthiourea;D02.886.904.601.600
Thiophanate;D02.886.904.601.900
Thioxanthenes;D02.886.952
Chlorprothixene;D02.886.952.250
Clopenthixol;D02.886.952.305
Flupenthixol;D02.886.952.360
Hycanthone;D02.886.952.450
Lucanthone;D02.886.952.500
Thiothixene;D02.886.952.787
Triazenes;D02.925
Dacarbazine;D02.925.200
Diminazene;D02.925.240
Urea;D02.948
Allantoin;D02.948.058
Biureas;D02.948.117
Biuret;D02.948.130
Bromisovalum;D02.948.160
Hydroxyurea;D02.948.395
Methylurea Compounds;D02.948.511
Nitrosourea Compounds;D02.948.594
Carmustine;D02.948.594.247
Ethylnitrosourea;D02.948.594.310
Lomustine;D02.948.594.440
Semustine;D02.948.594.440.700
Methylnitrosourea;D02.948.594.490
Nimustine;D02.948.594.550
Streptozocin;D02.948.594.768
Phenylurea Compounds;D02.948.681
Carbanilides;D02.948.681.202
Imidocarb;D02.948.681.202.400
Nicarbazin;D02.948.681.202.550
Celiprolol;D02.948.681.241
Diflubenzuron;D02.948.681.280
Diuron;D02.948.681.397
Linuron;D02.948.681.515
Sulfonylurea Compounds;D02.948.828
Acetohexamide;D02.948.828.071
Carbutamide;D02.948.828.204
Chlorpropamide;D02.948.828.283
Gliclazide;D02.948.828.475
Glyburide;D02.948.828.575
Tolazamide;D02.948.828.834
Tolbutamide;D02.948.828.896
Thiourea;D02.948.898
beta-Aminoethyl Isothiourea;D02.948.898.100
Burimamide;D02.948.898.200
Dimaprit;D02.948.898.282
Ethylenethiourea;D02.948.898.323
Guanylthiourea;D02.948.898.365
Isothiuronium;D02.948.898.390
Methallibure;D02.948.898.425
Metiamide;D02.948.898.455
Noxythiolin;D02.948.898.500
Phenylthiourea;D02.948.898.601
Phenylthiazolylthiourea;D02.948.898.601.600
Thiophanate;D02.948.898.601.900
Volatile Organic Compounds;D02.974
Heterocyclic Compounds;D03
Acids, Heterocyclic;D03.066
Cinoxacin;D03.066.160
Indoleacetic Acids;D03.066.288
Etodolac;D03.066.288.200
Hydroxyindoleacetic Acid;D03.066.288.478
Isonicotinic Acids;D03.066.349
Ethionamide;D03.066.349.220
Iproniazid;D03.066.349.390
Isoniazid;D03.066.349.410
Nialamide;D03.066.349.490
Prothionamide;D03.066.349.570
Pyridoxic Acid;D03.066.349.600
Isonipecotic Acids;D03.066.399
Diphenoxylate;D03.066.399.300
Meperidine;D03.066.399.450
Promedol;D03.066.399.450.700
Phenoperidine;D03.066.399.600
Pirinitramide;D03.066.399.650
Nicotinic Acids;D03.066.515
Arecoline;D03.066.515.292
Clonixin;D03.066.515.375
Etazolate;D03.066.515.400
Niacin;D03.066.515.475
Niacinamide;D03.066.515.530
6-Aminonicotinamide;D03.066.515.530.248
Nicorandil;D03.066.515.530.498
Nikethamide;D03.066.515.530.500
Niceritrol;D03.066.515.540
Niflumic Acid;D03.066.515.550
Pipemidic Acid;D03.066.515.635
Piromidic Acid;D03.066.515.650
Xanthinol Niacinate;D03.066.515.950
Nipecotic Acids;D03.066.566
Orotic Acid;D03.066.627
Picolinic Acids;D03.066.707
Fusaric Acid;D03.066.707.200
Picloram;D03.066.707.523
Streptonigrin;D03.066.707.768
Pipecolic Acids;D03.066.758
Xanthurenates;D03.066.942
Kynurenic Acid;D03.066.942.505
Alkaloids;D03.132
1-Deoxynojirimycin;D03.132.014
Aconitine;D03.132.030
Acridones;D03.132.032
Acronine;D03.132.032.077
Amaryllidaceae Alkaloids;D03.132.052
Galantamine;D03.132.052.500
Anabasine;D03.132.066
Arecoline;D03.132.080
Benzophenanthridines;D03.132.089
Benzylisoquinolines;D03.132.098
Aporphines;D03.132.098.038
Apomorphine;D03.132.098.038.290
Berberine Alkaloids;D03.132.098.057
Berberine;D03.132.098.057.100
Bicuculline;D03.132.098.077
Papaverine;D03.132.098.666
Tetrahydropapaveroline;D03.132.098.666.850
Toxiferine;D03.132.098.833
Alcuronium;D03.132.098.833.050
Tubocurarine;D03.132.098.916
Betalains;D03.132.124
Betacyanins;D03.132.124.500
Betaxanthins;D03.132.124.750
Camptothecin;D03.132.151
Topotecan;D03.132.151.850
Cinchona Alkaloids;D03.132.206
Quinidine;D03.132.206.636
Quinine;D03.132.206.719
Colchicine;D03.132.225
Demecolcine;D03.132.225.374
Lumicolchicines;D03.132.225.500
Dihydro-beta-Erythroidine;D03.132.285
Emetine;D03.132.316
Ergot Alkaloids;D03.132.327
Ergolines;D03.132.327.287
Ergonovine;D03.132.327.287.262
Methylergonovine;D03.132.327.287.262.455
Lisuride;D03.132.327.287.417
Lysergic Acid;D03.132.327.287.572
Lysergic Acid Diethylamide;D03.132.327.287.572.522
Metergoline;D03.132.327.287.630
Methysergide;D03.132.327.287.689
Nicergoline;D03.132.327.287.730
Pergolide;D03.132.327.287.800
Ergotamines;D03.132.327.412
Bromocriptine;D03.132.327.412.100
Dihydroergocornine;D03.132.327.412.150
Dihydroergocristine;D03.132.327.412.175
Dihydroergocryptine;D03.132.327.412.200
Dihydroergotamine;D03.132.327.412.225
Dihydroergotoxine;D03.132.327.412.250
Ergoloid Mesylates;D03.132.327.412.250.500
Ergotamine;D03.132.327.412.400
Harringtonines;D03.132.420
Indole Alkaloids;D03.132.436
Harmaline;D03.132.436.444
Harmine;D03.132.436.477
Physostigmine;D03.132.436.545
Psilocybin;D03.132.436.613
Secologanin Tryptamine Alkaloids;D03.132.436.681
Ajmaline;D03.132.436.681.077
Lorajmine;D03.132.436.681.077.324
Prajmaline;D03.132.436.681.077.650
Ellipticines;D03.132.436.681.333
Ibogaine;D03.132.436.681.444
Strychnine;D03.132.436.681.722
Vinca Alkaloids;D03.132.436.681.827
Vinblastine;D03.132.436.681.827.650
Vincamine;D03.132.436.681.827.750
Vincristine;D03.132.436.681.827.817
Vindesine;D03.132.436.681.827.830
Yohimbine;D03.132.436.681.933
Reserpine;D03.132.436.681.933.500
Staurosporine;D03.132.436.750
Lobeline;D03.132.478
Mescaline;D03.132.524
Muscarine;D03.132.545
Opiate Alkaloids;D03.132.577
Morphinans;D03.132.577.249
Benzomorphans;D03.132.577.249.106
Pentazocine;D03.132.577.249.106.700
Phenazocine;D03.132.577.249.106.715
Buprenorphine;D03.132.577.249.150
Buprenorphine, Naloxone Drug Combination;D03.132.577.249.150.500
Butorphanol;D03.132.577.249.165
Dextromethorphan;D03.132.577.249.200
Dextrorphan;D03.132.577.249.235
Diprenorphine;D03.132.577.249.250
Etorphine;D03.132.577.249.270
Levallorphan;D03.132.577.249.413
Levorphanol;D03.132.577.249.463
Morphine Derivatives;D03.132.577.249.562
Codeine;D03.132.577.249.562.149
Hydrocodone;D03.132.577.249.562.149.287
Oxycodone;D03.132.577.249.562.149.575
Dihydromorphine;D03.132.577.249.562.350
Ethylmorphine;D03.132.577.249.562.430
Heroin;D03.132.577.249.562.445
Hydromorphone;D03.132.577.249.562.450
Morphine;D03.132.577.249.562.571
Oxymorphone;D03.132.577.249.562.692
Thebaine;D03.132.577.249.562.856
Nalbuphine;D03.132.577.249.606
Nalorphine;D03.132.577.249.656
Naloxone;D03.132.577.249.706
Buprenorphine, Naloxone Drug Combination;D03.132.577.249.706.275
Naltrexone;D03.132.577.249.706.550
Noscapine;D03.132.577.500
Papaverine;D03.132.577.750
Pilocarpine;D03.132.672
Pyrrolizidine Alkaloids;D03.132.716
Monocrotaline;D03.132.716.500
Ryanodine;D03.132.740
Salsoline Alkaloids;D03.132.750
Solanaceous Alkaloids;D03.132.760
Belladonna Alkaloids;D03.132.760.180
Atropine Derivatives;D03.132.760.180.572
Atropine;D03.132.760.180.572.199
Hyoscyamine;D03.132.760.180.572.199.500
Ipratropium;D03.132.760.180.572.400
Albuterol, Ipratropium Drug Combination;D03.132.760.180.572.400.500
Scopolamine Hydrobromide;D03.132.760.180.848
Capsaicin;D03.132.760.200
Nicotine;D03.132.760.570
Solanine;D03.132.760.769
Tomatine;D03.132.760.864
Sparteine;D03.132.786
Swainsonine;D03.132.830
Tropanes;D03.132.889
Belladonna Alkaloids;D03.132.889.180
Atropine Derivatives;D03.132.889.180.648
Atropine;D03.132.889.180.648.199
Hyoscyamine;D03.132.889.180.648.199.500
Ipratropium;D03.132.889.180.648.400
Albuterol, Ipratropium Drug Combination;D03.132.889.180.648.400.500
Benztropine;D03.132.889.244
Cocaine;D03.132.889.354
Crack Cocaine;D03.132.889.354.250
Scopolamine Derivatives;D03.132.889.601
Butylscopolammonium Bromide;D03.132.889.601.200
N-Methylscopolamine;D03.132.889.601.550
Scopolamine Hydrobromide;D03.132.889.601.775
Tiotropium Bromide;D03.132.889.601.887
Veratrum Alkaloids;D03.132.920
Cevanes;D03.132.920.256
Germine Acetates;D03.132.920.256.310
Protoveratrines;D03.132.920.256.543
Veratridine;D03.132.920.256.679
Veratrine;D03.132.920.256.815
Xanthines;D03.132.960
Caffeine;D03.132.960.175
Theobromine;D03.132.960.651
Theophylline;D03.132.960.751
Uric Acid;D03.132.960.877
Xanthine;D03.132.960.938
Heterocyclic Compounds, 1-Ring;D03.383
Azepines;D03.383.066
Caprolactam;D03.383.066.150
Dilazep;D03.383.066.200
Meptazinol;D03.383.066.400
Oxazepines;D03.383.066.498
Pentylenetetrazole;D03.383.066.600
Thiazepines;D03.383.066.785
Azetines;D03.383.082
Azetidines;D03.383.082.301
Azetidinecarboxylic Acid;D03.383.082.301.100
Ezetimibe;D03.383.082.301.550
Ezetimibe, Simvastatin Drug Combination;D03.383.082.301.550.500
Azirines;D03.383.097
Aziridines;D03.383.097.217
Carbazilquinone;D03.383.097.217.300
Triaziquone;D03.383.097.217.900
Triethylenemelamine;D03.383.097.217.924
Triethylenephosphoramide;D03.383.097.217.935
Thiotepa;D03.383.097.217.935.960
Mitomycins;D03.383.097.500
Mitomycin;D03.383.097.500.350
Porfiromycin;D03.383.097.500.700
Azocines;D03.383.113
Cyclazocine;D03.383.113.367
Ethylketocyclazocine;D03.383.113.367.350
Oxazocines;D03.383.113.767
Nefopam;D03.383.113.767.500
Azoles;D03.383.129
Imidazoles;D03.383.129.308
Aminoimidazole Carboxamide;D03.383.129.308.030
Antazoline;D03.383.129.308.040
Biotin;D03.383.129.308.080
Bis(4-Methyl-1-Homopiperazinylthiocarbonyl)disulfide;D03.383.129.308.090
4-(3-Butoxy-4-methoxybenzyl)-2-imidazolidinone;D03.383.129.308.100
Carbimazole;D03.383.129.308.108
Cimetidine;D03.383.129.308.130
Clotrimazole;D03.383.129.308.175
Creatinine;D03.383.129.308.207
Dacarbazine;D03.383.129.308.240
Dexmedetomidine;D03.383.129.308.245
Econazole;D03.383.129.308.250
Enoximone;D03.383.129.308.253
Etimizol;D03.383.129.308.260
Etomidate;D03.383.129.308.265
Fadrozole;D03.383.129.308.270
Fluspirilene;D03.383.129.308.290
Histamine;D03.383.129.308.373
Methylhistamines;D03.383.129.308.373.500
Histidinol;D03.383.129.308.385
Idazoxan;D03.383.129.308.428
Imidazolidines;D03.383.129.308.432
Ethylenethiourea;D03.383.129.308.432.500
Hydantoins;D03.383.129.308.432.555
Allantoin;D03.383.129.308.432.555.105
Dantrolene;D03.383.129.308.432.555.287
Mephenytoin;D03.383.129.308.432.555.620
Phenytoin;D03.383.129.308.432.555.730
Thiohydantoins;D03.383.129.308.432.555.868
Phenylthiohydantoin;D03.383.129.308.432.555.868.650
Imidazolines;D03.383.129.308.436
Clonidine;D03.383.129.308.436.500
Tolazoline;D03.383.129.308.436.750
Impromidine;D03.383.129.308.445
Levamisole;D03.383.129.308.480
Losartan;D03.383.129.308.507
Medetomidine;D03.383.129.308.521
Methimazole;D03.383.129.308.535
Miconazole;D03.383.129.308.550
Naphazoline;D03.383.129.308.585
Niridazole;D03.383.129.308.626
Nitroimidazoles;D03.383.129.308.658
Dimetridazole;D03.383.129.308.658.200
Etanidazole;D03.383.129.308.658.250
Ipronidazole;D03.383.129.308.658.400
Metronidazole;D03.383.129.308.658.500
Misonidazole;D03.383.129.308.658.530
Nimorazole;D03.383.129.308.658.580
Ornidazole;D03.383.129.308.658.700
Ronidazole;D03.383.129.308.658.730
Tinidazole;D03.383.129.308.658.900
Olmesartan Medoxomil;D03.383.129.308.674
Amlodipine Besylate, Olmesartan Medoxomil Drug Combination;D03.383.129.308.674.500
Ondansetron;D03.383.129.308.690
Oxymetazoline;D03.383.129.308.704
Phentolamine;D03.383.129.308.754
Tetramisole;D03.383.129.308.884
Trimethaphan;D03.383.129.308.935
Urocanic Acid;D03.383.129.308.960
Vardenafil Dihydrochloride;D03.383.129.308.980
Isoxazoles;D03.383.129.385
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid;D03.383.129.385.025
Cycloserine;D03.383.129.385.162
Ibotenic Acid;D03.383.129.385.231
Isocarboxazid;D03.383.129.385.300
Paliperidone Palmitate;D03.383.129.385.650
Oxazoles;D03.383.129.462
Aminorex;D03.383.129.462.050
Dimethadione;D03.383.129.462.175
Fura-2;D03.383.129.462.285
Muscimol;D03.383.129.462.470
Oxadiazoles;D03.383.129.462.580
5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole;D03.383.129.462.580.200
4-Chloro-7-nitrobenzofurazan;D03.383.129.462.580.400
Quisqualic Acid;D03.383.129.462.580.600
Sydnones;D03.383.129.462.580.693
Molsidomine;D03.383.129.462.580.693.450
Oxazolidinones;D03.383.129.462.600
Cycloserine;D03.383.129.462.600.162
Furazolidone;D03.383.129.462.600.500
Linezolid;D03.383.129.462.600.550
Nifuratel;D03.383.129.462.600.600
Oxazolone;D03.383.129.462.620
Pemoline;D03.383.129.462.673
Trimethadione;D03.383.129.462.883
Pyrazoles;D03.383.129.539
Betazole;D03.383.129.539.100
4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine;D03.383.129.539.120
Celecoxib;D03.383.129.539.160
Epirizole;D03.383.129.539.200
Indazoles;D03.383.129.539.487
Benzydamine;D03.383.129.539.487.130
Granisetron;D03.383.129.539.487.350
Muzolimine;D03.383.129.539.550
Oxypurinol;D03.383.129.539.650
Pyrazolones;D03.383.129.539.850
Aminopyrine;D03.383.129.539.850.077
Ampyrone;D03.383.129.539.850.077.025
Dipyrone;D03.383.129.539.850.077.150
Antipyrine;D03.383.129.539.850.088
Phenylbutazone;D03.383.129.539.850.777
Feprazone;D03.383.129.539.850.777.670
Oxyphenbutazone;D03.383.129.539.850.777.700
Sulfinpyrazone;D03.383.129.539.850.777.800
Sulfaphenazole;D03.383.129.539.925
Pyrroles;D03.383.129.578
Atorvastatin Calcium;D03.383.129.578.075
Cromakalim;D03.383.129.578.150
Maleimides;D03.383.129.578.399
Ethylmaleimide;D03.383.129.578.399.418
Porphobilinogen;D03.383.129.578.617
Prodigiosin;D03.383.129.578.748
Pyrrolnitrin;D03.383.129.578.770
Ryanodine;D03.383.129.578.805
Tetrapyrroles;D03.383.129.578.840
Bile Pigments;D03.383.129.578.840.249
Bilirubin;D03.383.129.578.840.249.184
Biliverdine;D03.383.129.578.840.249.184.200
Urobilin;D03.383.129.578.840.249.727
Urobilinogen;D03.383.129.578.840.249.852
Chlorophyll;D03.383.129.578.840.374
Bacteriochlorophylls;D03.383.129.578.840.374.100
Chlorophyllides;D03.383.129.578.840.374.180
Pheophytins;D03.383.129.578.840.374.700
Protochlorophyllide;D03.383.129.578.840.374.725
Corrinoids;D03.383.129.578.840.437
Vitamin B 12;D03.383.129.578.840.437.777
Cobamides;D03.383.129.578.840.437.777.270
Hydroxocobalamin;D03.383.129.578.840.437.777.560
Phycobilins;D03.383.129.578.840.468
Porphyrins;D03.383.129.578.840.500
Coproporphyrins;D03.383.129.578.840.500.250
Deuteroporphyrins;D03.383.129.578.840.500.280
Etioporphyrins;D03.383.129.578.840.500.340
Hematoporphyrins;D03.383.129.578.840.500.462
Hematoporphyrin Derivative;D03.383.129.578.840.500.462.400
Dihematoporphyrin Ether;D03.383.129.578.840.500.462.400.200
Mesoporphyrins;D03.383.129.578.840.500.620
Metalloporphyrins;D03.383.129.578.840.500.640
Chlorophyll;D03.383.129.578.840.500.640.220
Bacteriochlorophylls;D03.383.129.578.840.500.640.220.100
Chlorophyllides;D03.383.129.578.840.500.640.220.180
Pheophytins;D03.383.129.578.840.500.640.220.453
Protochlorophyllide;D03.383.129.578.840.500.640.220.725
Heme;D03.383.129.578.840.500.640.587
Hemin;D03.383.129.578.840.500.640.587.462
Porphyrinogens;D03.383.129.578.840.500.700
Coproporphyrinogens;D03.383.129.578.840.500.700.250
Uroporphyrinogens;D03.383.129.578.840.500.700.900
Protoporphyrins;D03.383.129.578.840.500.725
Uroporphyrins;D03.383.129.578.840.500.880
Tolmetin;D03.383.129.578.910
Tetrazoles;D03.383.129.617
Cefotetan;D03.383.129.617.235
Losartan;D03.383.129.617.467
Olmesartan Medoxomil;D03.383.129.617.584
Amlodipine Besylate, Olmesartan Medoxomil Drug Combination;D03.383.129.617.584.500
Tetrazolium Salts;D03.383.129.617.700
Nitroblue Tetrazolium;D03.383.129.617.700.500
Valsartan;D03.383.129.617.850
Amlodipine, Valsartan Drug Combination;D03.383.129.617.850.500
Thiazoles;D03.383.129.708
Benzothiazoles;D03.383.129.708.089
Dithiazanine;D03.383.129.708.089.222
Ethoxzolamide;D03.383.129.708.089.416
Riluzole;D03.383.129.708.089.611
Saccharin;D03.383.129.708.089.708
Chlormethiazole;D03.383.129.708.180
Cobicistat;D03.383.129.708.189
Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination;D03.383.129.708.189.500
Dasatinib;D03.383.129.708.198
Famotidine;D03.383.129.708.215
FANFT;D03.383.129.708.250
Febuxostat;D03.383.129.708.274
Firefly Luciferin;D03.383.129.708.298
Levamisole;D03.383.129.708.346
Lurasidone Hydrochloride;D03.383.129.708.414
Niridazole;D03.383.129.708.482
Nizatidine;D03.383.129.708.500
Oxythiamine;D03.383.129.708.540
Rhodanine;D03.383.129.708.649
Ritonavir;D03.383.129.708.653
Sulfathiazoles;D03.383.129.708.725
Tetramisole;D03.383.129.708.782
Thiabendazole;D03.383.129.708.824
Thiadiazoles;D03.383.129.708.867
Acetazolamide;D03.383.129.708.867.060
Benzolamide;D03.383.129.708.867.120
Methazolamide;D03.383.129.708.867.537
Timolol;D03.383.129.708.867.768
Brimonidine Tartrate, Timolol Maleate Drug Combination;D03.383.129.708.867.768.500
Thiamine;D03.383.129.708.900
Fursultiamin;D03.383.129.708.900.300
Thiamine Monophosphate;D03.383.129.708.900.600
Thiamine Pyrophosphate;D03.383.129.708.900.702
Thiamine Triphosphate;D03.383.129.708.900.900
Thiazolidinediones;D03.383.129.708.933
Triazoles;D03.383.129.799
Amitrole;D03.383.129.799.100
Fluconazole;D03.383.129.799.450
Guanazole;D03.383.129.799.500
Itraconazole;D03.383.129.799.550
Sitagliptin Phosphate;D03.383.129.799.725
Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination;D03.383.129.799.725.500
Trapidil;D03.383.129.799.900
Voriconazole;D03.383.129.799.950
Dioxanes;D03.383.188
Idazoxan;D03.383.188.425
Piperoxan;D03.383.188.568
Spectinomycin;D03.383.188.712
Dioxins;D03.383.231
Dioxoles;D03.383.246
Benzodioxoles;D03.383.246.118
Piperonyl Butoxide;D03.383.246.118.600
Safrole;D03.383.246.118.750
Dioxolanes;D03.383.246.238
Furans;D03.383.312
4-Butyrolactone;D03.383.312.150
Acetogenins;D03.383.312.200
Citraconic Anhydrides;D03.383.312.250
Darunavir;D03.383.312.303
Furaldehyde;D03.383.312.355
Lasalocid;D03.383.312.490
Maleic Anhydrides;D03.383.312.520
Monensin;D03.383.312.600
Nafronyl;D03.383.312.620
Nigericin;D03.383.312.634
Nitrofurans;D03.383.312.649
5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole;D03.383.312.649.200
FANFT;D03.383.312.649.290
Furagin;D03.383.312.649.308
Furazolidone;D03.383.312.649.313
Furylfuramide;D03.383.312.649.330
Nifuratel;D03.383.312.649.410
Nifurtimox;D03.383.312.649.480
Nitrofurantoin;D03.383.312.649.566
Nitrofurazone;D03.383.312.649.691
Nitrovin;D03.383.312.649.750
Ranitidine;D03.383.312.750
Lactams;D03.383.411
Caprolactam;D03.383.411.200
Monobactams;D03.383.411.350
Aztreonam;D03.383.411.350.044
Oxathiins;D03.383.517
Carboxin;D03.383.517.200
Oxazines;D03.383.533
Benzoxazines;D03.383.533.249
Efavirenz, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination;D03.383.533.375
Ifosfamide;D03.383.533.500
Morpholines;D03.383.533.640
Dextromoramide;D03.383.533.640.250
Molsidomine;D03.383.533.640.362
Moricizine;D03.383.533.640.475
Morpholinos;D03.383.533.640.562
Phenmetrazine;D03.383.533.640.650
Rivaroxaban;D03.383.533.640.713
Timolol;D03.383.533.640.775
Viloxazine;D03.383.533.640.900
Xamoterol;D03.383.533.640.950
Oxepins;D03.383.564
